"user_id","historical_effective_from"
989,1900-01-01 00:00:00.000
994,1900-01-01 00:00:00.000
1003,1900-01-01 00:00:00.000
1004,1900-01-01 00:00:00.000
1012,1900-01-01 00:00:00.000
1013,1900-01-01 00:00:00.000
1015,1900-01-01 00:00:00.000
1016,1900-01-01 00:00:00.000
1018,1900-01-01 00:00:00.000
1020,1900-01-01 00:00:00.000
1022,1900-01-01 00:00:00.000
1023,1900-01-01 00:00:00.000
1024,1900-01-01 00:00:00.000
1027,1900-01-01 00:00:00.000
1036,1900-01-01 00:00:00.000
1040,1900-01-01 00:00:00.000
1041,1900-01-01 00:00:00.000
1048,1900-01-01 00:00:00.000
1051,1900-01-01 00:00:00.000
1052,1900-01-01 00:00:00.000
1055,1900-01-01 00:00:00.000
1058,1900-01-01 00:00:00.000
1059,1900-01-01 00:00:00.000
1062,1900-01-01 00:00:00.000
1066,1900-01-01 00:00:00.000
1067,1900-01-01 00:00:00.000
1072,1900-01-01 00:00:00.000
1074,1900-01-01 00:00:00.000
1075,1900-01-01 00:00:00.000
1078,1900-01-01 00:00:00.000
1080,1900-01-01 00:00:00.000
1081,1900-01-01 00:00:00.000
1083,1900-01-01 00:00:00.000
1086,1900-01-01 00:00:00.000
1090,1900-01-01 00:00:00.000
1092,1900-01-01 00:00:00.000
1095,1900-01-01 00:00:00.000
1096,1900-01-01 00:00:00.000
1099,1900-01-01 00:00:00.000
1100,1900-01-01 00:00:00.000
1103,1900-01-01 00:00:00.000
1105,1900-01-01 00:00:00.000
1106,1900-01-01 00:00:00.000
1111,1900-01-01 00:00:00.000
1125,1900-01-01 00:00:00.000
1127,1900-01-01 00:00:00.000
1129,1900-01-01 00:00:00.000
1130,1900-01-01 00:00:00.000
1131,1900-01-01 00:00:00.000
1134,1900-01-01 00:00:00.000
1140,1900-01-01 00:00:00.000
1142,1900-01-01 00:00:00.000
1145,1900-01-01 00:00:00.000
1146,1900-01-01 00:00:00.000
1147,1900-01-01 00:00:00.000
1148,1900-01-01 00:00:00.000
1149,1900-01-01 00:00:00.000
1150,1900-01-01 00:00:00.000
1155,1900-01-01 00:00:00.000
1157,1900-01-01 00:00:00.000
1158,1900-01-01 00:00:00.000
1164,1900-01-01 00:00:00.000
1167,1900-01-01 00:00:00.000
1169,1900-01-01 00:00:00.000
1171,1900-01-01 00:00:00.000
1172,1900-01-01 00:00:00.000
1184,1900-01-01 00:00:00.000
1186,1900-01-01 00:00:00.000
1187,1900-01-01 00:00:00.000
1188,1900-01-01 00:00:00.000
1189,1900-01-01 00:00:00.000
1190,1900-01-01 00:00:00.000
1191,1900-01-01 00:00:00.000
1197,1900-01-01 00:00:00.000
1199,1900-01-01 00:00:00.000
1202,1900-01-01 00:00:00.000
1204,1900-01-01 00:00:00.000
1209,1900-01-01 00:00:00.000
1211,1900-01-01 00:00:00.000
1213,1900-01-01 00:00:00.000
1215,1900-01-01 00:00:00.000
1217,1900-01-01 00:00:00.000
1218,1900-01-01 00:00:00.000
1219,1900-01-01 00:00:00.000
1221,1900-01-01 00:00:00.000
1223,1900-01-01 00:00:00.000
1226,1900-01-01 00:00:00.000
1231,1900-01-01 00:00:00.000
1237,1900-01-01 00:00:00.000
1238,1900-01-01 00:00:00.000
1240,1900-01-01 00:00:00.000
1254,1900-01-01 00:00:00.000
1255,1900-01-01 00:00:00.000
1256,1900-01-01 00:00:00.000
1258,1900-01-01 00:00:00.000
1264,1900-01-01 00:00:00.000
1268,1900-01-01 00:00:00.000
1269,1900-01-01 00:00:00.000
1270,1900-01-01 00:00:00.000
1271,1900-01-01 00:00:00.000
1276,1900-01-01 00:00:00.000
1283,1900-01-01 00:00:00.000
1288,1900-01-01 00:00:00.000
1291,1900-01-01 00:00:00.000
1294,1900-01-01 00:00:00.000
1306,1900-01-01 00:00:00.000
1311,1900-01-01 00:00:00.000
1313,1900-01-01 00:00:00.000
1314,1900-01-01 00:00:00.000
1318,1900-01-01 00:00:00.000
1326,1900-01-01 00:00:00.000
1328,1900-01-01 00:00:00.000
1342,1900-01-01 00:00:00.000
1343,1900-01-01 00:00:00.000
1359,1900-01-01 00:00:00.000
1366,1900-01-01 00:00:00.000
1368,1900-01-01 00:00:00.000
1378,1900-01-01 00:00:00.000
1379,1900-01-01 00:00:00.000
1381,1900-01-01 00:00:00.000
1384,1900-01-01 00:00:00.000
1389,1900-01-01 00:00:00.000
1399,1900-01-01 00:00:00.000
1403,1900-01-01 00:00:00.000
1405,1900-01-01 00:00:00.000
1410,1900-01-01 00:00:00.000
1413,1900-01-01 00:00:00.000
1414,1900-01-01 00:00:00.000
1417,1900-01-01 00:00:00.000
1420,1900-01-01 00:00:00.000
1421,1900-01-01 00:00:00.000
1423,1900-01-01 00:00:00.000
1424,1900-01-01 00:00:00.000
1428,1900-01-01 00:00:00.000
1430,1900-01-01 00:00:00.000
1432,1900-01-01 00:00:00.000
1434,1900-01-01 00:00:00.000
1438,1900-01-01 00:00:00.000
1446,1900-01-01 00:00:00.000
1447,1900-01-01 00:00:00.000
1450,1900-01-01 00:00:00.000
1452,1900-01-01 00:00:00.000
1453,1900-01-01 00:00:00.000
1469,1900-01-01 00:00:00.000
1471,1900-01-01 00:00:00.000
1473,1900-01-01 00:00:00.000
1476,1900-01-01 00:00:00.000
1480,1900-01-01 00:00:00.000
1481,1900-01-01 00:00:00.000
1483,1900-01-01 00:00:00.000
1491,1900-01-01 00:00:00.000
1494,1900-01-01 00:00:00.000
1498,1900-01-01 00:00:00.000
1504,1900-01-01 00:00:00.000
1509,1900-01-01 00:00:00.000
1510,1900-01-01 00:00:00.000
1514,1900-01-01 00:00:00.000
1517,1900-01-01 00:00:00.000
1523,1900-01-01 00:00:00.000
1526,1900-01-01 00:00:00.000
1527,1900-01-01 00:00:00.000
1532,1900-01-01 00:00:00.000
1536,1900-01-01 00:00:00.000
1540,1900-01-01 00:00:00.000
1542,1900-01-01 00:00:00.000
1546,1900-01-01 00:00:00.000
1549,1900-01-01 00:00:00.000
1562,1900-01-01 00:00:00.000
1563,1900-01-01 00:00:00.000
1564,1900-01-01 00:00:00.000
1566,1900-01-01 00:00:00.000
1567,1900-01-01 00:00:00.000
1568,1900-01-01 00:00:00.000
1569,1900-01-01 00:00:00.000
1576,1900-01-01 00:00:00.000
1581,1900-01-01 00:00:00.000
1583,1900-01-01 00:00:00.000
1584,1900-01-01 00:00:00.000
1589,1900-01-01 00:00:00.000
1590,1900-01-01 00:00:00.000
1591,1900-01-01 00:00:00.000
1596,1900-01-01 00:00:00.000
1598,1900-01-01 00:00:00.000
1600,1900-01-01 00:00:00.000
1612,1900-01-01 00:00:00.000
1615,1900-01-01 00:00:00.000
1616,1900-01-01 00:00:00.000
1617,1900-01-01 00:00:00.000
1618,1900-01-01 00:00:00.000
1619,1900-01-01 00:00:00.000
1626,1900-01-01 00:00:00.000
1630,1900-01-01 00:00:00.000
1634,1900-01-01 00:00:00.000
1635,1900-01-01 00:00:00.000
1640,1900-01-01 00:00:00.000
1641,1900-01-01 00:00:00.000
1643,1900-01-01 00:00:00.000
1644,1900-01-01 00:00:00.000
1648,1900-01-01 00:00:00.000
1652,1900-01-01 00:00:00.000
1655,1900-01-01 00:00:00.000
1656,1900-01-01 00:00:00.000
1660,1900-01-01 00:00:00.000
1662,1900-01-01 00:00:00.000
1664,1900-01-01 00:00:00.000
1665,1900-01-01 00:00:00.000
1666,1900-01-01 00:00:00.000
1668,1900-01-01 00:00:00.000
1670,1900-01-01 00:00:00.000
1671,1900-01-01 00:00:00.000
1674,1900-01-01 00:00:00.000
1681,1900-01-01 00:00:00.000
1682,1900-01-01 00:00:00.000
1683,1900-01-01 00:00:00.000
1684,1900-01-01 00:00:00.000
1691,1900-01-01 00:00:00.000
1692,1900-01-01 00:00:00.000
1694,1900-01-01 00:00:00.000
1699,1900-01-01 00:00:00.000
1702,1900-01-01 00:00:00.000
1704,1900-01-01 00:00:00.000
1711,1900-01-01 00:00:00.000
1713,1900-01-01 00:00:00.000
1714,1900-01-01 00:00:00.000
1715,1900-01-01 00:00:00.000
1716,1900-01-01 00:00:00.000
1721,1900-01-01 00:00:00.000
1724,1900-01-01 00:00:00.000
1725,1900-01-01 00:00:00.000
1727,1900-01-01 00:00:00.000
1735,1900-01-01 00:00:00.000
1744,1900-01-01 00:00:00.000
1748,1900-01-01 00:00:00.000
1751,1900-01-01 00:00:00.000
1753,1900-01-01 00:00:00.000
1754,1900-01-01 00:00:00.000
1755,1900-01-01 00:00:00.000
1759,1900-01-01 00:00:00.000
1769,1900-01-01 00:00:00.000
1772,1900-01-01 00:00:00.000
1773,1900-01-01 00:00:00.000
1777,1900-01-01 00:00:00.000
1785,1900-01-01 00:00:00.000
1793,1900-01-01 00:00:00.000
1794,1900-01-01 00:00:00.000
1796,1900-01-01 00:00:00.000
1799,1900-01-01 00:00:00.000
1800,1900-01-01 00:00:00.000
1804,1900-01-01 00:00:00.000
1807,1900-01-01 00:00:00.000
1810,1900-01-01 00:00:00.000
1813,1900-01-01 00:00:00.000
1814,1900-01-01 00:00:00.000
1816,1900-01-01 00:00:00.000
1819,1900-01-01 00:00:00.000
1830,1900-01-01 00:00:00.000
1834,1900-01-01 00:00:00.000
1837,1900-01-01 00:00:00.000
1839,1900-01-01 00:00:00.000
1840,1900-01-01 00:00:00.000
1841,1900-01-01 00:00:00.000
1844,1900-01-01 00:00:00.000
1846,1900-01-01 00:00:00.000
1850,1900-01-01 00:00:00.000
1859,1900-01-01 00:00:00.000
1862,1900-01-01 00:00:00.000
1863,1900-01-01 00:00:00.000
1866,1900-01-01 00:00:00.000
1868,1900-01-01 00:00:00.000
1869,1900-01-01 00:00:00.000
1872,1900-01-01 00:00:00.000
1878,1900-01-01 00:00:00.000
1883,1900-01-01 00:00:00.000
1884,1900-01-01 00:00:00.000
1885,1900-01-01 00:00:00.000
1888,1900-01-01 00:00:00.000
1890,1900-01-01 00:00:00.000
1896,1900-01-01 00:00:00.000
1897,1900-01-01 00:00:00.000
1900,1900-01-01 00:00:00.000
1902,1900-01-01 00:00:00.000
1907,1900-01-01 00:00:00.000
1909,1900-01-01 00:00:00.000
1914,1900-01-01 00:00:00.000
1915,1900-01-01 00:00:00.000
1919,1900-01-01 00:00:00.000
1933,1900-01-01 00:00:00.000
1936,1900-01-01 00:00:00.000
1937,1900-01-01 00:00:00.000
1938,1900-01-01 00:00:00.000
1941,1900-01-01 00:00:00.000
1943,1900-01-01 00:00:00.000
1952,1900-01-01 00:00:00.000
1955,1900-01-01 00:00:00.000
1957,1900-01-01 00:00:00.000
1958,1900-01-01 00:00:00.000
1959,1900-01-01 00:00:00.000
1961,1900-01-01 00:00:00.000
1963,1900-01-01 00:00:00.000
1965,1900-01-01 00:00:00.000
1966,1900-01-01 00:00:00.000
1967,1900-01-01 00:00:00.000
1969,1900-01-01 00:00:00.000
1970,1900-01-01 00:00:00.000
1971,1900-01-01 00:00:00.000
1973,1900-01-01 00:00:00.000
1974,1900-01-01 00:00:00.000
1983,1900-01-01 00:00:00.000
1986,1900-01-01 00:00:00.000
1990,1900-01-01 00:00:00.000
1992,1900-01-01 00:00:00.000
1996,1900-01-01 00:00:00.000
2000,1900-01-01 00:00:00.000
2006,1900-01-01 00:00:00.000
2010,1900-01-01 00:00:00.000
2011,1900-01-01 00:00:00.000
2012,1900-01-01 00:00:00.000
2013,1900-01-01 00:00:00.000
2020,1900-01-01 00:00:00.000
2022,1900-01-01 00:00:00.000
2027,1900-01-01 00:00:00.000
2048,1900-01-01 00:00:00.000
2052,1900-01-01 00:00:00.000
2054,1900-01-01 00:00:00.000
2055,1900-01-01 00:00:00.000
2057,1900-01-01 00:00:00.000
2062,1900-01-01 00:00:00.000
2063,1900-01-01 00:00:00.000
2066,1900-01-01 00:00:00.000
2068,1900-01-01 00:00:00.000
2075,1900-01-01 00:00:00.000
2076,1900-01-01 00:00:00.000
2080,1900-01-01 00:00:00.000
2087,1900-01-01 00:00:00.000
2088,1900-01-01 00:00:00.000
2089,1900-01-01 00:00:00.000
2093,1900-01-01 00:00:00.000
2094,1900-01-01 00:00:00.000
2098,1900-01-01 00:00:00.000
2099,1900-01-01 00:00:00.000
2100,1900-01-01 00:00:00.000
2101,1900-01-01 00:00:00.000
2102,1900-01-01 00:00:00.000
2103,1900-01-01 00:00:00.000
2106,1900-01-01 00:00:00.000
2107,1900-01-01 00:00:00.000
2108,1900-01-01 00:00:00.000
2112,1900-01-01 00:00:00.000
2115,1900-01-01 00:00:00.000
2116,1900-01-01 00:00:00.000
2117,1900-01-01 00:00:00.000
2120,1900-01-01 00:00:00.000
2124,1900-01-01 00:00:00.000
2125,1900-01-01 00:00:00.000
2126,1900-01-01 00:00:00.000
2127,1900-01-01 00:00:00.000
2131,1900-01-01 00:00:00.000
2134,1900-01-01 00:00:00.000
2137,1900-01-01 00:00:00.000
2142,1900-01-01 00:00:00.000
2151,1900-01-01 00:00:00.000
2157,1900-01-01 00:00:00.000
2159,1900-01-01 00:00:00.000
2163,1900-01-01 00:00:00.000
2166,1900-01-01 00:00:00.000
2170,1900-01-01 00:00:00.000
2171,1900-01-01 00:00:00.000
2177,1900-01-01 00:00:00.000
2180,1900-01-01 00:00:00.000
2183,1900-01-01 00:00:00.000
2188,1900-01-01 00:00:00.000
2189,1900-01-01 00:00:00.000
2193,1900-01-01 00:00:00.000
2194,1900-01-01 00:00:00.000
2205,1900-01-01 00:00:00.000
2211,1900-01-01 00:00:00.000
2212,1900-01-01 00:00:00.000
2213,1900-01-01 00:00:00.000
2215,1900-01-01 00:00:00.000
2217,1900-01-01 00:00:00.000
2220,1900-01-01 00:00:00.000
2223,1900-01-01 00:00:00.000
2224,1900-01-01 00:00:00.000
2225,1900-01-01 00:00:00.000
2228,1900-01-01 00:00:00.000
2231,1900-01-01 00:00:00.000
2235,1900-01-01 00:00:00.000
2241,1900-01-01 00:00:00.000
2242,1900-01-01 00:00:00.000
2244,1900-01-01 00:00:00.000
2246,1900-01-01 00:00:00.000
2247,1900-01-01 00:00:00.000
2249,1900-01-01 00:00:00.000
2250,1900-01-01 00:00:00.000
2251,1900-01-01 00:00:00.000
2254,1900-01-01 00:00:00.000
2258,1900-01-01 00:00:00.000
2260,1900-01-01 00:00:00.000
2271,1900-01-01 00:00:00.000
2272,1900-01-01 00:00:00.000
2276,1900-01-01 00:00:00.000
2278,1900-01-01 00:00:00.000
2287,1900-01-01 00:00:00.000
2288,1900-01-01 00:00:00.000
2294,1900-01-01 00:00:00.000
2295,1900-01-01 00:00:00.000
2304,1900-01-01 00:00:00.000
2307,1900-01-01 00:00:00.000
2309,1900-01-01 00:00:00.000
2318,1900-01-01 00:00:00.000
2320,1900-01-01 00:00:00.000
2335,1900-01-01 00:00:00.000
2336,1900-01-01 00:00:00.000
2339,1900-01-01 00:00:00.000
2341,1900-01-01 00:00:00.000
2343,1900-01-01 00:00:00.000
2344,1900-01-01 00:00:00.000
2347,1900-01-01 00:00:00.000
2349,1900-01-01 00:00:00.000
2353,1900-01-01 00:00:00.000
2354,1900-01-01 00:00:00.000
2358,1900-01-01 00:00:00.000
2359,1900-01-01 00:00:00.000
2367,1900-01-01 00:00:00.000
2369,1900-01-01 00:00:00.000
2371,1900-01-01 00:00:00.000
2372,1900-01-01 00:00:00.000
2373,1900-01-01 00:00:00.000
2376,1900-01-01 00:00:00.000
2379,1900-01-01 00:00:00.000
2383,1900-01-01 00:00:00.000
2384,1900-01-01 00:00:00.000
2385,1900-01-01 00:00:00.000
2387,1900-01-01 00:00:00.000
2394,1900-01-01 00:00:00.000
2396,1900-01-01 00:00:00.000
2397,1900-01-01 00:00:00.000
2399,1900-01-01 00:00:00.000
2401,1900-01-01 00:00:00.000
2405,1900-01-01 00:00:00.000
2406,1900-01-01 00:00:00.000
2408,1900-01-01 00:00:00.000
2410,1900-01-01 00:00:00.000
2413,1900-01-01 00:00:00.000
2414,1900-01-01 00:00:00.000
2415,1900-01-01 00:00:00.000
2424,1900-01-01 00:00:00.000
2431,1900-01-01 00:00:00.000
2435,1900-01-01 00:00:00.000
2436,1900-01-01 00:00:00.000
2439,1900-01-01 00:00:00.000
2446,1900-01-01 00:00:00.000
2455,1900-01-01 00:00:00.000
2456,1900-01-01 00:00:00.000
2460,1900-01-01 00:00:00.000
2461,1900-01-01 00:00:00.000
2462,1900-01-01 00:00:00.000
2466,1900-01-01 00:00:00.000
2468,1900-01-01 00:00:00.000
2469,1900-01-01 00:00:00.000
2471,1900-01-01 00:00:00.000
2473,1900-01-01 00:00:00.000
2474,1900-01-01 00:00:00.000
2484,1900-01-01 00:00:00.000
2488,1900-01-01 00:00:00.000
2489,1900-01-01 00:00:00.000
2494,1900-01-01 00:00:00.000
2496,1900-01-01 00:00:00.000
2498,1900-01-01 00:00:00.000
2501,1900-01-01 00:00:00.000
2505,1900-01-01 00:00:00.000
2512,1900-01-01 00:00:00.000
2514,1900-01-01 00:00:00.000
2516,1900-01-01 00:00:00.000
2518,1900-01-01 00:00:00.000
2520,1900-01-01 00:00:00.000
2521,1900-01-01 00:00:00.000
2524,1900-01-01 00:00:00.000
2528,1900-01-01 00:00:00.000
