"user_id","_op","_ts_ms","load_ts"
517,c,0,1970-01-01 01:00:00.000 +0100
520,c,0,1970-01-01 01:00:00.000 +0100
525,c,0,1970-01-01 01:00:00.000 +0100
526,c,0,1970-01-01 01:00:00.000 +0100
529,c,0,1970-01-01 01:00:00.000 +0100
530,c,0,1970-01-01 01:00:00.000 +0100
547,c,0,1970-01-01 01:00:00.000 +0100
552,c,0,1970-01-01 01:00:00.000 +0100
556,c,0,1970-01-01 01:00:00.000 +0100
558,c,0,1970-01-01 01:00:00.000 +0100
560,c,0,1970-01-01 01:00:00.000 +0100
562,c,0,1970-01-01 01:00:00.000 +0100
565,c,0,1970-01-01 01:00:00.000 +0100
572,c,0,1970-01-01 01:00:00.000 +0100
575,c,0,1970-01-01 01:00:00.000 +0100
591,c,0,1970-01-01 01:00:00.000 +0100
598,c,0,1970-01-01 01:00:00.000 +0100
599,c,0,1970-01-01 01:00:00.000 +0100
600,c,0,1970-01-01 01:00:00.000 +0100
602,c,0,1970-01-01 01:00:00.000 +0100
605,c,0,1970-01-01 01:00:00.000 +0100
607,c,0,1970-01-01 01:00:00.000 +0100
608,c,0,1970-01-01 01:00:00.000 +0100
610,c,0,1970-01-01 01:00:00.000 +0100
613,c,0,1970-01-01 01:00:00.000 +0100
617,c,0,1970-01-01 01:00:00.000 +0100
623,c,0,1970-01-01 01:00:00.000 +0100
626,c,0,1970-01-01 01:00:00.000 +0100
634,c,0,1970-01-01 01:00:00.000 +0100
639,c,0,1970-01-01 01:00:00.000 +0100
640,c,0,1970-01-01 01:00:00.000 +0100
641,c,0,1970-01-01 01:00:00.000 +0100
644,c,0,1970-01-01 01:00:00.000 +0100
645,c,0,1970-01-01 01:00:00.000 +0100
646,c,0,1970-01-01 01:00:00.000 +0100
647,c,0,1970-01-01 01:00:00.000 +0100
649,c,0,1970-01-01 01:00:00.000 +0100
651,c,0,1970-01-01 01:00:00.000 +0100
652,c,0,1970-01-01 01:00:00.000 +0100
654,c,0,1970-01-01 01:00:00.000 +0100
655,c,0,1970-01-01 01:00:00.000 +0100
658,c,0,1970-01-01 01:00:00.000 +0100
663,c,0,1970-01-01 01:00:00.000 +0100
665,c,0,1970-01-01 01:00:00.000 +0100
667,c,0,1970-01-01 01:00:00.000 +0100
674,c,0,1970-01-01 01:00:00.000 +0100
678,c,0,1970-01-01 01:00:00.000 +0100
681,c,0,1970-01-01 01:00:00.000 +0100
684,c,0,1970-01-01 01:00:00.000 +0100
688,c,0,1970-01-01 01:00:00.000 +0100
690,c,0,1970-01-01 01:00:00.000 +0100
695,c,0,1970-01-01 01:00:00.000 +0100
697,c,0,1970-01-01 01:00:00.000 +0100
700,c,0,1970-01-01 01:00:00.000 +0100
703,c,0,1970-01-01 01:00:00.000 +0100
704,c,0,1970-01-01 01:00:00.000 +0100
709,c,0,1970-01-01 01:00:00.000 +0100
711,c,0,1970-01-01 01:00:00.000 +0100
716,c,0,1970-01-01 01:00:00.000 +0100
717,c,0,1970-01-01 01:00:00.000 +0100
721,c,0,1970-01-01 01:00:00.000 +0100
725,c,0,1970-01-01 01:00:00.000 +0100
729,c,0,1970-01-01 01:00:00.000 +0100
732,c,0,1970-01-01 01:00:00.000 +0100
735,c,0,1970-01-01 01:00:00.000 +0100
740,c,0,1970-01-01 01:00:00.000 +0100
741,c,0,1970-01-01 01:00:00.000 +0100
748,c,0,1970-01-01 01:00:00.000 +0100
760,c,0,1970-01-01 01:00:00.000 +0100
764,c,0,1970-01-01 01:00:00.000 +0100
767,c,0,1970-01-01 01:00:00.000 +0100
768,c,0,1970-01-01 01:00:00.000 +0100
771,c,0,1970-01-01 01:00:00.000 +0100
772,c,0,1970-01-01 01:00:00.000 +0100
774,c,0,1970-01-01 01:00:00.000 +0100
778,c,0,1970-01-01 01:00:00.000 +0100
780,c,0,1970-01-01 01:00:00.000 +0100
786,c,0,1970-01-01 01:00:00.000 +0100
790,c,0,1970-01-01 01:00:00.000 +0100
791,c,0,1970-01-01 01:00:00.000 +0100
792,c,0,1970-01-01 01:00:00.000 +0100
793,c,0,1970-01-01 01:00:00.000 +0100
799,c,0,1970-01-01 01:00:00.000 +0100
800,c,0,1970-01-01 01:00:00.000 +0100
802,c,0,1970-01-01 01:00:00.000 +0100
809,c,0,1970-01-01 01:00:00.000 +0100
812,c,0,1970-01-01 01:00:00.000 +0100
815,c,0,1970-01-01 01:00:00.000 +0100
818,c,0,1970-01-01 01:00:00.000 +0100
819,c,0,1970-01-01 01:00:00.000 +0100
820,c,0,1970-01-01 01:00:00.000 +0100
821,c,0,1970-01-01 01:00:00.000 +0100
826,c,0,1970-01-01 01:00:00.000 +0100
829,c,0,1970-01-01 01:00:00.000 +0100
837,c,0,1970-01-01 01:00:00.000 +0100
842,c,0,1970-01-01 01:00:00.000 +0100
844,c,0,1970-01-01 01:00:00.000 +0100
845,c,0,1970-01-01 01:00:00.000 +0100
847,c,0,1970-01-01 01:00:00.000 +0100
848,c,0,1970-01-01 01:00:00.000 +0100
849,c,0,1970-01-01 01:00:00.000 +0100
850,c,0,1970-01-01 01:00:00.000 +0100
851,c,0,1970-01-01 01:00:00.000 +0100
852,c,0,1970-01-01 01:00:00.000 +0100
854,c,0,1970-01-01 01:00:00.000 +0100
857,c,0,1970-01-01 01:00:00.000 +0100
858,c,0,1970-01-01 01:00:00.000 +0100
859,c,0,1970-01-01 01:00:00.000 +0100
868,c,0,1970-01-01 01:00:00.000 +0100
870,c,0,1970-01-01 01:00:00.000 +0100
873,c,0,1970-01-01 01:00:00.000 +0100
874,c,0,1970-01-01 01:00:00.000 +0100
875,c,0,1970-01-01 01:00:00.000 +0100
878,c,0,1970-01-01 01:00:00.000 +0100
880,c,0,1970-01-01 01:00:00.000 +0100
885,c,0,1970-01-01 01:00:00.000 +0100
888,c,0,1970-01-01 01:00:00.000 +0100
892,c,0,1970-01-01 01:00:00.000 +0100
895,c,0,1970-01-01 01:00:00.000 +0100
899,c,0,1970-01-01 01:00:00.000 +0100
900,c,0,1970-01-01 01:00:00.000 +0100
907,c,0,1970-01-01 01:00:00.000 +0100
909,c,0,1970-01-01 01:00:00.000 +0100
912,c,0,1970-01-01 01:00:00.000 +0100
913,c,0,1970-01-01 01:00:00.000 +0100
922,c,0,1970-01-01 01:00:00.000 +0100
925,c,0,1970-01-01 01:00:00.000 +0100
926,c,0,1970-01-01 01:00:00.000 +0100
927,c,0,1970-01-01 01:00:00.000 +0100
929,c,0,1970-01-01 01:00:00.000 +0100
931,c,0,1970-01-01 01:00:00.000 +0100
935,c,0,1970-01-01 01:00:00.000 +0100
941,c,0,1970-01-01 01:00:00.000 +0100
942,c,0,1970-01-01 01:00:00.000 +0100
944,c,0,1970-01-01 01:00:00.000 +0100
955,c,0,1970-01-01 01:00:00.000 +0100
961,c,0,1970-01-01 01:00:00.000 +0100
963,c,0,1970-01-01 01:00:00.000 +0100
964,c,0,1970-01-01 01:00:00.000 +0100
968,c,0,1970-01-01 01:00:00.000 +0100
969,c,0,1970-01-01 01:00:00.000 +0100
976,c,0,1970-01-01 01:00:00.000 +0100
980,c,0,1970-01-01 01:00:00.000 +0100
981,c,0,1970-01-01 01:00:00.000 +0100
984,c,0,1970-01-01 01:00:00.000 +0100
986,c,0,1970-01-01 01:00:00.000 +0100
989,c,0,1970-01-01 01:00:00.000 +0100
994,c,0,1970-01-01 01:00:00.000 +0100
1003,c,0,1970-01-01 01:00:00.000 +0100
1004,c,0,1970-01-01 01:00:00.000 +0100
1012,c,0,1970-01-01 01:00:00.000 +0100
1013,c,0,1970-01-01 01:00:00.000 +0100
1015,c,0,1970-01-01 01:00:00.000 +0100
1016,c,0,1970-01-01 01:00:00.000 +0100
1018,c,0,1970-01-01 01:00:00.000 +0100
1020,c,0,1970-01-01 01:00:00.000 +0100
1022,c,0,1970-01-01 01:00:00.000 +0100
1023,c,0,1970-01-01 01:00:00.000 +0100
1024,c,0,1970-01-01 01:00:00.000 +0100
1027,c,0,1970-01-01 01:00:00.000 +0100
1036,c,0,1970-01-01 01:00:00.000 +0100
1040,c,0,1970-01-01 01:00:00.000 +0100
1041,c,0,1970-01-01 01:00:00.000 +0100
1048,c,0,1970-01-01 01:00:00.000 +0100
1051,c,0,1970-01-01 01:00:00.000 +0100
1052,c,0,1970-01-01 01:00:00.000 +0100
1055,c,0,1970-01-01 01:00:00.000 +0100
1058,c,0,1970-01-01 01:00:00.000 +0100
1059,c,0,1970-01-01 01:00:00.000 +0100
1062,c,0,1970-01-01 01:00:00.000 +0100
1066,c,0,1970-01-01 01:00:00.000 +0100
1067,c,0,1970-01-01 01:00:00.000 +0100
1072,c,0,1970-01-01 01:00:00.000 +0100
1074,c,0,1970-01-01 01:00:00.000 +0100
1075,c,0,1970-01-01 01:00:00.000 +0100
1078,c,0,1970-01-01 01:00:00.000 +0100
1080,c,0,1970-01-01 01:00:00.000 +0100
1081,c,0,1970-01-01 01:00:00.000 +0100
1083,c,0,1970-01-01 01:00:00.000 +0100
1086,c,0,1970-01-01 01:00:00.000 +0100
1090,c,0,1970-01-01 01:00:00.000 +0100
1092,c,0,1970-01-01 01:00:00.000 +0100
1095,c,0,1970-01-01 01:00:00.000 +0100
1096,c,0,1970-01-01 01:00:00.000 +0100
1099,c,0,1970-01-01 01:00:00.000 +0100
1100,c,0,1970-01-01 01:00:00.000 +0100
1103,c,0,1970-01-01 01:00:00.000 +0100
1105,c,0,1970-01-01 01:00:00.000 +0100
1106,c,0,1970-01-01 01:00:00.000 +0100
1111,c,0,1970-01-01 01:00:00.000 +0100
1125,c,0,1970-01-01 01:00:00.000 +0100
1127,c,0,1970-01-01 01:00:00.000 +0100
1129,c,0,1970-01-01 01:00:00.000 +0100
1130,c,0,1970-01-01 01:00:00.000 +0100
1131,c,0,1970-01-01 01:00:00.000 +0100
1134,c,0,1970-01-01 01:00:00.000 +0100
1140,c,0,1970-01-01 01:00:00.000 +0100
1142,c,0,1970-01-01 01:00:00.000 +0100
1145,c,0,1970-01-01 01:00:00.000 +0100
1146,c,0,1970-01-01 01:00:00.000 +0100
1147,c,0,1970-01-01 01:00:00.000 +0100
1148,c,0,1970-01-01 01:00:00.000 +0100
1149,c,0,1970-01-01 01:00:00.000 +0100
1150,c,0,1970-01-01 01:00:00.000 +0100
1155,c,0,1970-01-01 01:00:00.000 +0100
1157,c,0,1970-01-01 01:00:00.000 +0100
1158,c,0,1970-01-01 01:00:00.000 +0100
1164,c,0,1970-01-01 01:00:00.000 +0100
1167,c,0,1970-01-01 01:00:00.000 +0100
1169,c,0,1970-01-01 01:00:00.000 +0100
1171,c,0,1970-01-01 01:00:00.000 +0100
1172,c,0,1970-01-01 01:00:00.000 +0100
1184,c,0,1970-01-01 01:00:00.000 +0100
1186,c,0,1970-01-01 01:00:00.000 +0100
1187,c,0,1970-01-01 01:00:00.000 +0100
1188,c,0,1970-01-01 01:00:00.000 +0100
1189,c,0,1970-01-01 01:00:00.000 +0100
1190,c,0,1970-01-01 01:00:00.000 +0100
1191,c,0,1970-01-01 01:00:00.000 +0100
1197,c,0,1970-01-01 01:00:00.000 +0100
1199,c,0,1970-01-01 01:00:00.000 +0100
1202,c,0,1970-01-01 01:00:00.000 +0100
1204,c,0,1970-01-01 01:00:00.000 +0100
1209,c,0,1970-01-01 01:00:00.000 +0100
1211,c,0,1970-01-01 01:00:00.000 +0100
1213,c,0,1970-01-01 01:00:00.000 +0100
1215,c,0,1970-01-01 01:00:00.000 +0100
1217,c,0,1970-01-01 01:00:00.000 +0100
1218,c,0,1970-01-01 01:00:00.000 +0100
1219,c,0,1970-01-01 01:00:00.000 +0100
1221,c,0,1970-01-01 01:00:00.000 +0100
1223,c,0,1970-01-01 01:00:00.000 +0100
1226,c,0,1970-01-01 01:00:00.000 +0100
1231,c,0,1970-01-01 01:00:00.000 +0100
1237,c,0,1970-01-01 01:00:00.000 +0100
1238,c,0,1970-01-01 01:00:00.000 +0100
1240,c,0,1970-01-01 01:00:00.000 +0100
1254,c,0,1970-01-01 01:00:00.000 +0100
1255,c,0,1970-01-01 01:00:00.000 +0100
1256,c,0,1970-01-01 01:00:00.000 +0100
1258,c,0,1970-01-01 01:00:00.000 +0100
1264,c,0,1970-01-01 01:00:00.000 +0100
1268,c,0,1970-01-01 01:00:00.000 +0100
1269,c,0,1970-01-01 01:00:00.000 +0100
1270,c,0,1970-01-01 01:00:00.000 +0100
1271,c,0,1970-01-01 01:00:00.000 +0100
1276,c,0,1970-01-01 01:00:00.000 +0100
1283,c,0,1970-01-01 01:00:00.000 +0100
1288,c,0,1970-01-01 01:00:00.000 +0100
1291,c,0,1970-01-01 01:00:00.000 +0100
1294,c,0,1970-01-01 01:00:00.000 +0100
1306,c,0,1970-01-01 01:00:00.000 +0100
1311,c,0,1970-01-01 01:00:00.000 +0100
1313,c,0,1970-01-01 01:00:00.000 +0100
1314,c,0,1970-01-01 01:00:00.000 +0100
1318,c,0,1970-01-01 01:00:00.000 +0100
1326,c,0,1970-01-01 01:00:00.000 +0100
1328,c,0,1970-01-01 01:00:00.000 +0100
1342,c,0,1970-01-01 01:00:00.000 +0100
1343,c,0,1970-01-01 01:00:00.000 +0100
1359,c,0,1970-01-01 01:00:00.000 +0100
1366,c,0,1970-01-01 01:00:00.000 +0100
1368,c,0,1970-01-01 01:00:00.000 +0100
1378,c,0,1970-01-01 01:00:00.000 +0100
1379,c,0,1970-01-01 01:00:00.000 +0100
1381,c,0,1970-01-01 01:00:00.000 +0100
1384,c,0,1970-01-01 01:00:00.000 +0100
1389,c,0,1970-01-01 01:00:00.000 +0100
1399,c,0,1970-01-01 01:00:00.000 +0100
1403,c,0,1970-01-01 01:00:00.000 +0100
1405,c,0,1970-01-01 01:00:00.000 +0100
1410,c,0,1970-01-01 01:00:00.000 +0100
1413,c,0,1970-01-01 01:00:00.000 +0100
1414,c,0,1970-01-01 01:00:00.000 +0100
1417,c,0,1970-01-01 01:00:00.000 +0100
1420,c,0,1970-01-01 01:00:00.000 +0100
1421,c,0,1970-01-01 01:00:00.000 +0100
1423,c,0,1970-01-01 01:00:00.000 +0100
1424,c,0,1970-01-01 01:00:00.000 +0100
1428,c,0,1970-01-01 01:00:00.000 +0100
1430,c,0,1970-01-01 01:00:00.000 +0100
1432,c,0,1970-01-01 01:00:00.000 +0100
1434,c,0,1970-01-01 01:00:00.000 +0100
1438,c,0,1970-01-01 01:00:00.000 +0100
1446,c,0,1970-01-01 01:00:00.000 +0100
1447,c,0,1970-01-01 01:00:00.000 +0100
1450,c,0,1970-01-01 01:00:00.000 +0100
1452,c,0,1970-01-01 01:00:00.000 +0100
1453,c,0,1970-01-01 01:00:00.000 +0100
1469,c,0,1970-01-01 01:00:00.000 +0100
1471,c,0,1970-01-01 01:00:00.000 +0100
1473,c,0,1970-01-01 01:00:00.000 +0100
1476,c,0,1970-01-01 01:00:00.000 +0100
1480,c,0,1970-01-01 01:00:00.000 +0100
1481,c,0,1970-01-01 01:00:00.000 +0100
1483,c,0,1970-01-01 01:00:00.000 +0100
1491,c,0,1970-01-01 01:00:00.000 +0100
1494,c,0,1970-01-01 01:00:00.000 +0100
1498,c,0,1970-01-01 01:00:00.000 +0100
1504,c,0,1970-01-01 01:00:00.000 +0100
1509,c,0,1970-01-01 01:00:00.000 +0100
1510,c,0,1970-01-01 01:00:00.000 +0100
1514,c,0,1970-01-01 01:00:00.000 +0100
1517,c,0,1970-01-01 01:00:00.000 +0100
1523,c,0,1970-01-01 01:00:00.000 +0100
1526,c,0,1970-01-01 01:00:00.000 +0100
1527,c,0,1970-01-01 01:00:00.000 +0100
1532,c,0,1970-01-01 01:00:00.000 +0100
1536,c,0,1970-01-01 01:00:00.000 +0100
1540,c,0,1970-01-01 01:00:00.000 +0100
1542,c,0,1970-01-01 01:00:00.000 +0100
1546,c,0,1970-01-01 01:00:00.000 +0100
1549,c,0,1970-01-01 01:00:00.000 +0100
1562,c,0,1970-01-01 01:00:00.000 +0100
1563,c,0,1970-01-01 01:00:00.000 +0100
1564,c,0,1970-01-01 01:00:00.000 +0100
1566,c,0,1970-01-01 01:00:00.000 +0100
1567,c,0,1970-01-01 01:00:00.000 +0100
1568,c,0,1970-01-01 01:00:00.000 +0100
1569,c,0,1970-01-01 01:00:00.000 +0100
1576,c,0,1970-01-01 01:00:00.000 +0100
1581,c,0,1970-01-01 01:00:00.000 +0100
1583,c,0,1970-01-01 01:00:00.000 +0100
1584,c,0,1970-01-01 01:00:00.000 +0100
1589,c,0,1970-01-01 01:00:00.000 +0100
1590,c,0,1970-01-01 01:00:00.000 +0100
1591,c,0,1970-01-01 01:00:00.000 +0100
1596,c,0,1970-01-01 01:00:00.000 +0100
1598,c,0,1970-01-01 01:00:00.000 +0100
1600,c,0,1970-01-01 01:00:00.000 +0100
1612,c,0,1970-01-01 01:00:00.000 +0100
1615,c,0,1970-01-01 01:00:00.000 +0100
1616,c,0,1970-01-01 01:00:00.000 +0100
1617,c,0,1970-01-01 01:00:00.000 +0100
1618,c,0,1970-01-01 01:00:00.000 +0100
1619,c,0,1970-01-01 01:00:00.000 +0100
1626,c,0,1970-01-01 01:00:00.000 +0100
1630,c,0,1970-01-01 01:00:00.000 +0100
1634,c,0,1970-01-01 01:00:00.000 +0100
1635,c,0,1970-01-01 01:00:00.000 +0100
1640,c,0,1970-01-01 01:00:00.000 +0100
1641,c,0,1970-01-01 01:00:00.000 +0100
1643,c,0,1970-01-01 01:00:00.000 +0100
1644,c,0,1970-01-01 01:00:00.000 +0100
1648,c,0,1970-01-01 01:00:00.000 +0100
1652,c,0,1970-01-01 01:00:00.000 +0100
1655,c,0,1970-01-01 01:00:00.000 +0100
1656,c,0,1970-01-01 01:00:00.000 +0100
1660,c,0,1970-01-01 01:00:00.000 +0100
1662,c,0,1970-01-01 01:00:00.000 +0100
1664,c,0,1970-01-01 01:00:00.000 +0100
1665,c,0,1970-01-01 01:00:00.000 +0100
1666,c,0,1970-01-01 01:00:00.000 +0100
1668,c,0,1970-01-01 01:00:00.000 +0100
1670,c,0,1970-01-01 01:00:00.000 +0100
1671,c,0,1970-01-01 01:00:00.000 +0100
1674,c,0,1970-01-01 01:00:00.000 +0100
1681,c,0,1970-01-01 01:00:00.000 +0100
1682,c,0,1970-01-01 01:00:00.000 +0100
1683,c,0,1970-01-01 01:00:00.000 +0100
1684,c,0,1970-01-01 01:00:00.000 +0100
1691,c,0,1970-01-01 01:00:00.000 +0100
1692,c,0,1970-01-01 01:00:00.000 +0100
1694,c,0,1970-01-01 01:00:00.000 +0100
1699,c,0,1970-01-01 01:00:00.000 +0100
1702,c,0,1970-01-01 01:00:00.000 +0100
1704,c,0,1970-01-01 01:00:00.000 +0100
1711,c,0,1970-01-01 01:00:00.000 +0100
1713,c,0,1970-01-01 01:00:00.000 +0100
1714,c,0,1970-01-01 01:00:00.000 +0100
1715,c,0,1970-01-01 01:00:00.000 +0100
1716,c,0,1970-01-01 01:00:00.000 +0100
1721,c,0,1970-01-01 01:00:00.000 +0100
1724,c,0,1970-01-01 01:00:00.000 +0100
1725,c,0,1970-01-01 01:00:00.000 +0100
1727,c,0,1970-01-01 01:00:00.000 +0100
1735,c,0,1970-01-01 01:00:00.000 +0100
1744,c,0,1970-01-01 01:00:00.000 +0100
1748,c,0,1970-01-01 01:00:00.000 +0100
1751,c,0,1970-01-01 01:00:00.000 +0100
1753,c,0,1970-01-01 01:00:00.000 +0100
